StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
2178,18,Female,Asian,Bachelor's,10.96801873,3,Yes,Low,No,No,Yes,No,3.361230858,1
2179,17,Male,Caucasian,Some College,3.946279412,17,No,Low,No,No,No,Yes,0.82170167,4
2180,17,Female,African American,Some College,6.345104329,7,Yes,Moderate,No,No,Yes,Yes,2.640476136,2
2181,16,Female,Asian,Some College,5.638591035,19,No,Low,No,No,Yes,No,0.897216927,4
2182,18,Male,Other,Bachelor's,10.61718069,15,No,None,No,Yes,Yes,No,1.674676218,4
2183,18,Male,Asian,Bachelor's,1.033713598,20,No,High,No,Yes,No,No,0.906353743,4
2184,18,Male,Caucasian,None,3.17072317,10,Yes,Moderate,No,No,Yes,No,2.419028937,3
2185,18,Female,Caucasian,Bachelor's,16.25386087,19,Yes,High,Yes,No,No,No,2.131447069,3
2186,18,Male,Caucasian,Bachelor's,2.652079815,20,No,Low,No,No,No,Yes,1.030802659,4
2187,18,Female,Asian,Some College,4.667925389,20,Yes,High,No,No,No,Yes,1.50951986,4
2188,15,Male,Caucasian,High School,9.067412112,20,No,Moderate,Yes,Yes,Yes,No,1.789239837,4
2189,17,Male,Caucasian,Bachelor's,10.34241776,26,Yes,None,No,No,No,No,0.596417017,4
2190,18,Male,Asian,Bachelor's,15.27220959,18,No,Moderate,No,No,No,No,1.414555678,4
2191,17,Female,Caucasian,High School,8.946648533,22,No,None,No,Yes,Yes,No,1.242176324,4
2192,17,Female,Asian,Higher,15.79729242,18,No,High,Yes,No,No,No,1.934783812,4
2193,15,Male,Caucasian,None,12.36692614,17,No,High,No,Yes,No,No,2.315769875,3
2194,18,Male,Caucasian,High School,2.261994788,18,No,Moderate,Yes,Yes,No,No,1.81861256,4
2195,16,Male,Caucasian,Some College,3.126628768,10,No,Low,Yes,Yes,Yes,Yes,2.36312146,3
2196,15,Female,Asian,Some College,8.740674509,2,No,Low,No,No,No,No,2.791339403,2
2197,16,Male,Caucasian,Some College,7.937787862,7,Yes,Moderate,Yes,No,No,No,2.954534084,2
2198,17,Female,Caucasian,None,14.87088539,19,No,High,No,No,No,Yes,1.812887043,4
2199,17,Male,Other,Higher,11.6147428,18,Yes,Low,No,No,No,No,1.141456556,4
2200,15,Male,Caucasian,None,7.76266162,9,No,None,No,Yes,No,No,2.29536228,3
2201,15,Male,African American,High School,3.415205669,15,No,Moderate,Yes,No,No,No,1.677100802,4
2202,16,Male,African American,None,4.536742047,4,No,Moderate,No,No,No,No,2.752163931,2
2203,18,Male,Caucasian,Some College,11.51002037,19,Yes,Low,No,No,No,No,1.201444582,4
2204,16,Male,African American,Bachelor's,8.468776098,8,Yes,Moderate,Yes,Yes,Yes,Yes,2.901185607,2
2205,15,Female,Caucasian,Some College,10.29855018,7,No,Moderate,Yes,No,No,No,2.676827394,2
2206,16,Male,African American,Bachelor's,3.413548706,10,No,Moderate,Yes,No,No,No,2.297639913,3
2207,15,Female,Caucasian,None,13.25812505,15,No,Moderate,No,No,No,No,1.451441021,4
2208,16,Male,African American,Some College,17.05077482,6,No,High,No,Yes,No,No,2.981786874,2
2209,15,Male,Caucasian,Some College,5.158790136,14,Yes,None,No,No,Yes,Yes,1.415221491,4
2210,15,Female,African American,Some College,9.830284517,23,No,Low,Yes,No,No,No,0.928539344,4
2211,15,Male,Caucasian,None,19.51054658,28,No,Moderate,No,No,No,Yes,0.984031783,4
2212,18,Female,Caucasian,Some College,6.664834811,20,Yes,Moderate,Yes,No,No,Yes,1.382935705,4
2213,16,Female,Caucasian,Some College,11.9009269,19,Yes,Moderate,No,Yes,No,No,1.863899822,4
2214,16,Male,Caucasian,Some College,1.803914004,22,No,High,Yes,Yes,No,No,1.228428847,4
2215,16,Female,Asian,Some College,12.12030005,16,No,High,Yes,No,Yes,No,2.137393265,3
2216,15,Female,Caucasian,High School,1.792635466,5,No,Low,Yes,No,Yes,No,2.434532444,3
2217,16,Male,Other,Some College,19.18470871,14,No,High,No,No,No,No,2.256488312,3
2218,16,Female,Other,High School,14.31325304,7,No,Moderate,No,Yes,No,No,2.689155112,2
2219,15,Male,African American,Bachelor's,15.76319576,6,Yes,Low,No,No,No,No,3.131235885,1
2220,17,Male,Caucasian,Some College,14.08208722,1,Yes,Very High,No,Yes,No,No,3.770283973,0
2221,15,Male,Caucasian,High School,11.79458072,29,No,High,No,Yes,No,No,0.799591198,4
2222,16,Male,Asian,Higher,8.998255622,12,No,Very High,Yes,Yes,No,No,2.964668231,2
2223,15,Female,Caucasian,Some College,17.1674676,29,No,Low,No,Yes,No,No,0.702760319,4
2224,17,Male,Caucasian,None,19.13671335,22,No,Low,Yes,No,Yes,No,1.193617771,4
2225,15,Male,African American,Some College,9.980723458,28,No,Moderate,No,Yes,No,No,0.299951906,4
2226,16,Female,Asian,High School,18.63070098,5,No,High,No,Yes,No,No,3.299578873,1
2227,17,Male,Asian,Bachelor's,11.6666582,28,No,Low,No,No,No,No,0.212367095,4
2228,18,Male,Caucasian,Bachelor's,10.76768374,4,No,High,Yes,Yes,Yes,No,3.526125038,0
2229,16,Female,African American,Higher,9.089654659,19,No,Moderate,No,Yes,No,No,1.611737954,4
2230,17,Female,Caucasian,Some College,4.185755231,0,No,Moderate,Yes,Yes,No,No,3.343050864,1
2231,17,Female,Caucasian,Some College,0.074393216,28,No,High,No,No,No,No,0.026468661,4
2232,18,Female,Asian,Some College,4.830124537,17,No,High,Yes,No,No,No,1.63640311,4
2233,15,Female,Caucasian,High School,10.19446343,14,No,None,No,No,No,No,1.709701378,4
2234,15,Female,Caucasian,Some College,7.599199045,22,No,Very High,No,Yes,Yes,No,1.485111828,4
2235,16,Female,Caucasian,Some College,8.96970456,9,No,Moderate,Yes,Yes,No,No,2.999409147,2
2236,18,Male,Asian,None,19.61296439,2,Yes,None,Yes,No,No,No,3.51541583,0
2237,15,Female,Asian,Some College,7.005447413,4,No,High,No,No,No,No,2.918139128,2
2238,18,Female,African American,Bachelor's,9.043658787,23,No,Very High,Yes,Yes,No,No,1.362233599,4
2239,15,Female,Asian,Bachelor's,2.670311027,28,No,High,No,No,No,No,0.20506796,4
2240,17,Male,Caucasian,None,0.959154649,12,No,High,Yes,No,Yes,No,2.233239466,3
2241,15,Male,Caucasian,None,15.50819029,7,Yes,High,No,Yes,No,No,3.159302938,1
2242,18,Female,Caucasian,High School,11.4136635,21,Yes,Very High,No,No,Yes,No,1.994611703,4
2243,17,Female,Caucasian,Bachelor's,15.21409612,20,No,None,No,No,No,Yes,0.999088544,4
2244,17,Female,Caucasian,High School,2.997255978,28,No,High,Yes,Yes,No,No,0.521955726,4
2245,17,Male,Other,Some College,11.43657542,1,No,High,Yes,No,No,No,3.463687549,1
2246,18,Male,Caucasian,High School,5.072849487,8,No,None,No,Yes,No,No,1.987964727,4
2247,16,Female,Caucasian,Some College,4.561236338,16,No,Moderate,Yes,No,No,Yes,1.681904804,4
2248,16,Male,Caucasian,High School,0.230520281,26,No,Moderate,No,No,No,No,0.112635059,4
2249,16,Female,Caucasian,Some College,2.606814471,17,No,High,Yes,No,No,Yes,1.907983914,4
2250,18,Male,Other,High School,6.18536223,12,No,None,No,No,No,No,1.197933331,4
2251,17,Male,Caucasian,Some College,2.337575212,0,Yes,High,No,No,No,No,3.215272685,1
2252,16,Female,Caucasian,High School,19.71716881,11,No,Low,No,No,No,No,2.190269259,3
2253,18,Female,Asian,Some College,6.17265297,19,No,Moderate,No,No,Yes,No,1.150966131,4
2254,16,Female,Caucasian,Bachelor's,2.606478934,19,No,High,No,No,No,Yes,0.690151345,4
2255,15,Female,Caucasian,High School,3.981646257,20,No,Moderate,Yes,No,No,No,1.519955292,4
2256,16,Male,Caucasian,Bachelor's,11.75406457,4,Yes,Moderate,No,No,No,No,3.16898861,1
2257,16,Male,African American,Some College,1.280870477,7,No,None,Yes,No,No,No,1.808164559,4
2258,17,Male,Other,High School,17.2486826,26,Yes,High,Yes,No,No,No,1.11587873,4
2259,18,Female,Asian,Some College,19.22999358,14,No,Very High,No,No,No,No,2.00330798,3
2260,17,Male,Caucasian,High School,4.934948413,26,Yes,Very High,No,No,No,No,0.889714915,4
2261,17,Female,Asian,Some College,9.001905372,2,Yes,High,Yes,Yes,No,No,3.984673603,0
2262,17,Male,Caucasian,Some College,0.442689021,5,No,Low,Yes,No,No,No,2.325434065,3
2263,17,Female,Caucasian,High School,12.81420449,27,No,Low,Yes,No,Yes,No,0.613316332,4
2264,17,Female,Caucasian,Some College,8.278521161,12,Yes,Low,Yes,Yes,Yes,No,2.712229743,2
2265,16,Male,Caucasian,Bachelor's,5.401169322,11,No,Moderate,No,No,Yes,No,2.096616211,3
2266,17,Female,African American,Bachelor's,4.136742212,18,No,Low,Yes,No,No,No,1.18306385,4
2267,17,Female,African American,Some College,13.08046155,28,No,Low,No,No,Yes,No,0.560174606,4
2268,18,Male,Other,Higher,8.324340621,17,No,High,No,No,No,No,1.167425413,4
2269,15,Female,African American,Some College,3.593185781,23,No,Moderate,Yes,No,No,Yes,0.923181562,4
2270,16,Female,African American,High School,13.78218163,0,No,High,Yes,No,No,No,3.841286249,0
2271,16,Female,Caucasian,Bachelor's,11.30144566,24,No,Very High,Yes,Yes,No,No,1.212880751,4
2272,16,Male,Caucasian,Some College,17.1734411,26,No,High,No,No,Yes,No,0.96214922,4
2273,17,Male,African American,Some College,2.349517978,6,Yes,High,Yes,No,No,No,2.502009134,2
2274,17,Female,Caucasian,Some College,15.71333204,11,No,High,Yes,No,No,No,2.456223794,3
2275,17,Male,Asian,Bachelor's,13.47033574,9,Yes,Moderate,Yes,No,No,No,2.646556961,2
2276,18,Female,Caucasian,Bachelor's,2.300218737,28,Yes,None,No,No,No,No,0.381768495,4
2277,15,Female,Caucasian,Some College,13.8964146,11,Yes,None,Yes,Yes,No,No,2.396139095,3
2278,17,Female,Caucasian,High School,8.830945778,10,Yes,Low,No,Yes,Yes,No,2.595648863,2
2279,15,Female,Caucasian,Some College,18.89969571,3,Yes,High,Yes,Yes,No,No,4,0
2280,18,Female,Caucasian,Some College,2.832227012,18,Yes,Very High,Yes,No,No,No,1.419522635,4
2281,16,Male,Asian,High School,12.85666782,5,No,Very High,Yes,Yes,No,No,3.432684708,1
2282,17,Female,Caucasian,Some College,7.639600909,24,No,None,No,No,No,Yes,0.129306752,4
2283,15,Male,African American,Some College,19.13629341,8,Yes,Very High,No,No,No,No,2.928948238,2
2284,15,Male,Caucasian,High School,6.599497906,19,No,Moderate,No,No,No,No,0.947133463,4
2285,17,Female,Caucasian,High School,19.24371819,9,Yes,High,No,Yes,No,No,2.999544104,2
2286,16,Female,Caucasian,High School,18.02971702,4,Yes,Low,Yes,No,No,No,3.055386295,1
2287,16,Male,Asian,Bachelor's,5.407664706,26,No,None,No,No,No,No,0,4
2288,16,Male,Caucasian,High School,16.07083554,12,Yes,Moderate,No,Yes,No,Yes,2.745858798,2
2289,18,Male,Asian,High School,19.91208404,8,No,High,Yes,No,Yes,Yes,3.214628426,1
2290,15,Female,Caucasian,Some College,5.053260043,1,No,Low,No,No,Yes,No,3.415413324,1
2291,15,Male,Asian,High School,8.735543386,17,No,Low,Yes,No,No,Yes,1.469389272,4
2292,15,Female,Caucasian,None,10.40361473,20,No,Very High,No,No,No,No,1.552112938,4
2293,18,Female,African American,High School,5.898622716,0,No,Very High,No,No,No,No,3.548459826,0
2294,15,Female,African American,Some College,0.305296793,23,No,None,Yes,No,No,No,0.192625112,4
2295,18,Male,Other,Some College,4.402584884,20,No,High,No,No,No,No,1.34899742,4
2296,16,Female,Caucasian,High School,5.638737687,11,Yes,Moderate,No,Yes,No,No,2.143105069,3
2297,17,Female,Caucasian,Some College,8.871994026,9,No,Moderate,No,Yes,No,Yes,2.471386533,3
2298,15,Female,Caucasian,Higher,3.422049568,1,No,Moderate,No,Yes,No,No,3.205425334,1
2299,15,Female,Asian,High School,17.46508713,27,No,Moderate,Yes,No,No,No,0.454114438,4
2300,16,Female,African American,High School,14.09822265,8,Yes,Moderate,Yes,No,No,No,2.809833207,2
2301,17,Male,Asian,High School,1.704009551,1,Yes,Moderate,No,No,No,No,2.997505608,2
2302,18,Female,Caucasian,Some College,13.00184902,22,No,Moderate,Yes,Yes,No,Yes,1.176189034,4
2303,17,Female,Caucasian,Some College,13.07312953,23,No,High,Yes,Yes,Yes,No,1.668924546,4
2304,16,Male,Caucasian,High School,19.12442347,29,Yes,High,Yes,Yes,No,No,1.623004075,4
2305,16,Female,Other,Some College,0.060417427,21,No,Moderate,No,No,No,Yes,0.517793128,4
2306,17,Male,African American,None,4.958648996,13,No,Low,Yes,No,No,No,1.946100698,4
2307,18,Female,Other,Some College,18.55582959,10,No,High,No,Yes,No,No,2.815003048,2
2308,18,Male,Caucasian,Some College,18.64267831,22,No,High,Yes,No,No,No,1.248182567,4
2309,15,Male,African American,High School,14.41172839,10,Yes,High,Yes,No,No,No,2.759014343,2
2310,18,Female,African American,Some College,15.31526642,16,No,Moderate,No,Yes,No,No,1.921294208,4
2311,17,Female,Caucasian,High School,1.829659159,3,No,Low,No,No,No,No,2.732290676,2
2312,16,Female,Asian,Some College,10.2775167,12,No,High,No,No,No,No,2.228608619,3
2313,15,Male,Other,None,4.631659826,6,Yes,Moderate,No,No,Yes,No,2.611688473,2
2314,15,Male,Asian,Bachelor's,3.624360872,15,Yes,Very High,No,No,Yes,No,2.197776727,3
2315,16,Male,Asian,High School,16.20606598,0,Yes,High,Yes,No,No,No,3.335506793,1
2316,18,Female,Caucasian,Bachelor's,2.700762734,12,No,Low,No,No,No,No,1.721597963,4
2317,16,Male,Caucasian,High School,9.37303274,0,No,Moderate,No,Yes,Yes,Yes,3.287973198,1
2318,18,Male,Other,Some College,18.77156479,10,Yes,High,No,No,No,No,2.561964557,2
2319,16,Female,Caucasian,High School,3.716641111,5,No,Moderate,No,No,No,No,2.358571866,3
2320,17,Male,Asian,Bachelor's,19.55986847,19,Yes,Moderate,No,No,No,No,1.497673654,4
2321,18,Male,Asian,High School,19.88575972,2,No,High,Yes,No,No,No,3.517237129,0
2322,17,Female,African American,High School,11.11234309,11,No,High,No,No,No,No,2.40408982,3
2323,15,Male,Other,Some College,3.402854804,4,No,Low,Yes,Yes,Yes,Yes,2.517228982,2
2324,16,Female,Caucasian,None,6.322097759,8,Yes,Moderate,No,No,No,No,2.435244282,3
2325,15,Female,Caucasian,High School,8.489856654,25,Yes,Very High,Yes,No,No,No,1.283227506,4
2326,15,Female,Caucasian,Bachelor's,6.186484487,25,No,Very High,No,Yes,No,No,1.099434304,4
2327,15,Female,Caucasian,Higher,5.612711598,11,No,High,Yes,No,No,No,2.191196795,3
2328,15,Female,Caucasian,High School,19.44459418,29,Yes,Very High,Yes,No,Yes,No,1.584478764,4
2329,16,Male,Caucasian,Bachelor's,3.067296548,29,No,Moderate,Yes,No,No,No,0.475730833,4
2330,15,Male,Asian,Some College,14.66655817,27,Yes,Moderate,Yes,No,No,No,1.207268546,4
2331,16,Female,Other,High School,0.008205789,26,No,Moderate,Yes,No,No,No,0.264924163,4
2332,16,Female,Caucasian,Some College,11.92365339,9,No,Low,Yes,No,No,No,2.70665962,2
2333,17,Male,Caucasian,Some College,18.31886008,18,No,Moderate,Yes,No,No,No,1.530427889,4
2334,18,Female,Other,Higher,5.758681882,4,No,Moderate,Yes,Yes,No,Yes,3.127452528,1
2335,18,Female,Caucasian,High School,3.710519505,25,No,High,Yes,No,No,No,1.003614146,4
2336,16,Female,Caucasian,Some College,13.0335959,4,No,High,No,No,No,Yes,3.369218605,1
2337,17,Male,Caucasian,None,14.25202815,8,No,High,No,No,No,No,2.791386108,2
2338,16,Male,African American,High School,13.76061038,26,No,Moderate,Yes,No,No,No,0.673525946,4
2339,16,Female,Caucasian,None,6.3863376,27,No,Low,No,No,No,No,0.337554141,4
2340,16,Female,Other,Higher,5.044048043,25,Yes,Moderate,Yes,No,No,No,0.886889416,4
2341,17,Male,Caucasian,Bachelor's,19.118376,26,No,High,No,Yes,Yes,No,1.506662773,4
2342,18,Male,African American,Some College,18.46599017,19,No,Low,No,Yes,Yes,No,1.705199389,4
2343,17,Female,Caucasian,Some College,9.146332198,16,No,Moderate,Yes,No,No,Yes,1.972791414,4
2344,15,Female,Caucasian,High School,16.92387732,9,No,Moderate,No,Yes,No,No,2.626082829,2
2345,17,Male,African American,High School,9.046469553,20,Yes,High,No,No,No,No,1.671968653,4
2346,17,Male,Asian,High School,8.487780361,0,No,High,No,No,No,No,3.093760925,1
2347,17,Male,Asian,High School,3.135258952,21,Yes,High,No,Yes,No,Yes,1.64337376,4
2348,17,Female,African American,Some College,8.52812113,27,No,Moderate,Yes,Yes,No,No,0.339206699,4
2349,18,Male,Other,Some College,10.74833877,15,No,Moderate,No,No,Yes,Yes,1.926359068,4
2350,15,Female,Asian,None,0.450086549,25,No,Low,Yes,No,No,No,0.449906208,4
2351,18,Male,Asian,None,8.882260104,25,Yes,Low,No,No,No,No,0.709570839,4
2352,18,Male,Caucasian,High School,15.62712437,14,Yes,Low,Yes,No,No,Yes,1.748279682,4
2353,17,Male,Caucasian,Some College,13.60092113,22,No,Low,No,Yes,No,No,0.972168258,4
2354,16,Male,Caucasian,Bachelor's,12.70313978,16,Yes,Low,No,No,No,Yes,1.934935784,4
2355,16,Female,African American,Some College,18.19110857,25,No,Low,No,No,Yes,No,0.690347884,4
2356,18,Female,Caucasian,Bachelor's,0.360640197,19,Yes,Low,No,No,No,No,0.730366159,4
2357,18,Male,Caucasian,Some College,11.14095172,24,No,High,No,No,No,Yes,0.682265165,4
2358,17,Female,Asian,High School,15.74697697,12,No,Very High,Yes,Yes,No,No,3.023482483,1
2359,18,Male,Asian,High School,10.82670765,0,No,High,No,Yes,Yes,No,3.729652301,0
2360,17,Male,Other,Bachelor's,6.477911052,24,Yes,None,No,No,No,No,0.841963225,4
2361,16,Male,Caucasian,Some College,2.725011302,7,Yes,Moderate,No,No,No,No,2.584174279,2
2362,16,Male,African American,High School,17.75126144,4,Yes,High,Yes,No,No,No,3.372126043,1
2363,15,Female,Caucasian,Some College,9.415247848,5,Yes,Low,No,No,No,No,3.060805402,1
2364,16,Male,Caucasian,Some College,17.56230394,22,No,High,No,No,No,No,1.168052,4
2365,18,Male,Caucasian,Some College,11.71704245,19,Yes,Moderate,No,No,No,No,1.349256122,4
2366,16,Female,Caucasian,Bachelor's,13.48384233,29,Yes,Very High,Yes,No,No,No,1.117964826,4
2367,17,Male,Caucasian,Some College,16.08522309,13,No,High,Yes,No,Yes,No,2.578667734,2
2368,16,Male,Asian,Some College,13.18311089,21,No,High,No,Yes,No,No,1.625551955,4
2369,15,Male,Caucasian,None,7.961096814,22,No,High,No,No,No,Yes,0.934016396,4
2370,16,Female,Asian,None,10.27266768,10,Yes,Low,No,Yes,No,Yes,2.70263834,2
2371,17,Male,African American,High School,16.06091049,5,Yes,Low,Yes,No,No,No,2.964009263,2
2372,17,Female,Caucasian,None,7.473005927,10,Yes,Moderate,No,Yes,No,No,2.267458132,3
2373,18,Male,Caucasian,Some College,7.762429135,12,Yes,Low,Yes,No,No,No,1.753623068,4
2374,16,Male,Caucasian,Some College,1.913802321,11,Yes,Low,No,Yes,No,No,2.023234082,3
2375,17,Female,African American,High School,18.2916887,21,Yes,Moderate,No,No,No,No,1.678012532,4
2376,15,Male,Caucasian,Bachelor's,1.820726299,1,Yes,High,No,Yes,Yes,No,3.659836405,0
2377,18,Male,Caucasian,High School,12.96418355,20,No,None,Yes,Yes,No,No,1.362744369,4
2378,15,Female,Caucasian,High School,8.263889576,2,No,Low,Yes,No,No,No,2.813805768,2
2379,16,Female,African American,High School,8.112387805,22,No,Moderate,Yes,No,No,No,1.302711984,4
2380,16,Female,Other,High School,13.59103673,3,Yes,Moderate,No,Yes,No,Yes,3.383911479,1
2381,16,Female,Caucasian,High School,1.341874653,16,No,Low,No,Yes,No,No,1.378751308,4
2382,18,Female,Asian,Some College,11.87411566,27,No,Very High,No,Yes,No,No,0.731486867,4
2383,17,Male,African American,Some College,15.44063572,27,No,Moderate,No,Yes,No,No,0.400569479,4
2384,18,Female,Other,Higher,16.56425516,21,No,Moderate,No,Yes,Yes,No,1.729073167,4
2385,15,Male,Asian,None,3.410607788,5,No,None,No,No,No,No,2.615653765,2
2386,18,Male,African American,High School,17.948381,6,No,Moderate,No,No,Yes,Yes,2.986942737,2
2387,15,Male,African American,None,13.12292184,14,No,High,No,No,No,No,2.126988971,3
2388,18,Female,Asian,Some College,17.63709602,10,No,Low,Yes,No,Yes,No,2.70811104,2
2389,17,Female,Caucasian,None,9.705614342,23,No,Moderate,No,No,No,No,0.815777369,4
2390,15,Male,Caucasian,Bachelor's,10.8406669,2,No,None,Yes,No,No,No,2.524423895,2
2391,16,Female,Caucasian,Some College,18.38076554,29,No,Very High,No,No,No,No,0.908238604,4
2392,16,Female,Asian,Some College,17.99819087,5,No,None,Yes,No,No,No,3.055690207,1
2393,18,Female,Asian,Some College,8.963217467,25,No,High,No,No,No,Yes,0.837946898,4
2394,16,Female,Caucasian,High School,5.488252633,1,No,Moderate,No,No,No,No,2.833576111,2
2395,15,Male,African American,High School,7.863408691,28,Yes,Moderate,Yes,No,No,No,0.785213568,4
2396,16,Male,Caucasian,High School,7.755286571,13,No,High,No,No,No,Yes,1.885614785,4
2397,17,Female,Caucasian,Some College,5.7373375,8,No,Low,Yes,Yes,No,No,2.701230508,2
2398,17,Male,Other,High School,5.371592087,17,No,Moderate,Yes,No,No,No,1.521915901,4
2399,18,Female,Caucasian,High School,17.22125873,18,No,Moderate,No,Yes,No,No,1.879725987,4
2400,15,Female,Caucasian,Higher,1.397238414,11,No,None,Yes,No,Yes,No,2.037348017,3
2401,17,Male,African American,None,13.55222364,12,No,High,Yes,No,No,No,2.520673675,2
2402,17,Male,Asian,Bachelor's,3.456401029,25,No,None,No,No,No,No,0.136165908,4
2403,15,Male,Caucasian,Some College,6.890117868,11,No,High,Yes,No,No,No,1.974655245,4
2404,16,Female,African American,High School,1.230860683,11,No,Moderate,Yes,No,Yes,No,2.194980372,3
2405,16,Male,African American,High School,5.399472737,17,Yes,Low,No,No,Yes,No,1.717995924,4
2406,18,Female,Caucasian,High School,15.36842142,8,No,High,No,Yes,No,No,2.510328721,2
2407,16,Male,Caucasian,Some College,17.70030649,16,Yes,Moderate,No,Yes,Yes,No,2.434950557,3
2408,15,Male,African American,Some College,4.430543038,20,No,Moderate,Yes,Yes,No,No,1.355053462,4
2409,17,Female,Caucasian,Some College,9.270956785,15,No,Moderate,Yes,Yes,No,Yes,1.545255105,4
2410,16,Female,Other,Bachelor's,9.406480959,16,No,Low,Yes,No,No,Yes,1.619030513,4
2411,18,Female,Asian,Some College,17.47150612,20,Yes,High,No,No,No,No,2.020741652,3
2412,16,Female,Other,High School,15.25598106,23,No,Moderate,No,No,No,Yes,0.983576997,4
2413,15,Female,Caucasian,High School,10.26154437,7,No,Low,Yes,No,No,Yes,2.062468267,3
2414,18,Female,Other,Bachelor's,13.41494401,10,No,High,No,Yes,No,No,2.644194209,2
2415,16,Female,Caucasian,High School,16.94710108,23,No,None,Yes,Yes,No,No,1.347863829,4
2416,18,Female,Caucasian,None,0.190779081,1,Yes,Low,Yes,Yes,No,No,3.055253982,1
2417,15,Male,Caucasian,Some College,8.057800621,7,No,Moderate,No,Yes,No,No,2.513692715,2
2418,17,Female,Caucasian,Some College,18.14486335,11,No,High,No,No,No,No,2.340371914,3
2419,15,Female,African American,Bachelor's,14.80626062,20,No,Very High,No,No,No,No,1.582093266,4
2420,15,Male,Caucasian,Some College,10.85682749,0,No,High,Yes,No,Yes,No,3.565524163,0
2421,15,Female,Caucasian,None,10.59289054,22,No,Moderate,Yes,Yes,No,No,1.60147255,4
2422,15,Male,African American,Bachelor's,6.955401952,12,No,High,Yes,Yes,No,No,2.637266429,2
2423,17,Male,Caucasian,High School,10.41041067,21,No,Moderate,No,No,No,Yes,0.905209948,4
2424,17,Female,African American,High School,13.10766399,20,Yes,Low,No,No,No,No,1.576756471,4
2425,18,Male,Caucasian,Some College,8.367260769,16,No,Very High,Yes,No,Yes,No,1.785051808,4
2426,16,Female,Asian,None,14.28306293,13,Yes,Low,No,No,No,No,1.880065093,4
2427,17,Male,Asian,Some College,17.22464455,13,No,Moderate,Yes,Yes,No,No,2.555223105,2
2428,17,Male,Caucasian,High School,3.093696964,15,No,High,No,No,No,No,1.574306088,4
2429,16,Male,Caucasian,Some College,9.030940456,16,No,High,No,No,Yes,No,1.813846622,4
2430,17,Female,Caucasian,High School,8.160401826,5,Yes,None,No,No,No,No,2.584468263,2
2431,15,Female,Asian,Some College,13.74929608,25,No,None,No,Yes,No,Yes,0.529798609,4
2432,15,Male,Caucasian,Bachelor's,4.997349305,27,No,Moderate,Yes,No,No,No,0.714651286,4
2433,16,Male,Caucasian,High School,12.8050183,6,No,Moderate,No,No,No,Yes,2.737474166,2
2434,18,Female,Caucasian,High School,17.54978483,25,Yes,Moderate,Yes,No,No,No,1.270529562,4
2435,18,Female,Caucasian,High School,8.362631996,25,No,Moderate,No,No,No,No,0.750888043,4
2436,16,Male,Caucasian,High School,18.220314,0,No,Very High,No,No,No,No,3.752639353,0
2437,16,Male,Asian,Some College,19.86327478,24,No,Low,No,Yes,Yes,No,1.162257801,4
2438,15,Female,Caucasian,Some College,2.121840999,14,Yes,Moderate,No,Yes,No,No,1.871465901,4
2439,18,Female,Caucasian,High School,4.66106376,19,Yes,Moderate,No,No,No,No,1.074937389,4
2440,17,Female,Asian,High School,19.00759503,20,No,Low,Yes,No,No,No,1.312772414,4
2441,15,Female,Asian,High School,19.16655373,17,No,Low,No,Yes,No,No,1.702881675,4
2442,16,Female,Caucasian,Some College,1.954145508,29,Yes,Very High,No,No,No,No,0.540375157,4
2443,18,Male,Caucasian,High School,0.299970008,27,Yes,High,No,No,No,No,0.341822388,4
2444,17,Female,Caucasian,Higher,3.222000465,25,No,Low,No,No,No,Yes,0.269720862,4
2445,17,Male,Other,Some College,19.92025567,12,Yes,High,No,No,No,No,2.504167767,2
2446,15,Female,Caucasian,High School,3.599992332,23,No,Low,Yes,No,No,No,0.530358189,4
2447,18,Male,Other,Some College,10.05095213,29,No,High,No,Yes,Yes,No,0.82010553,4
2448,18,Female,African American,Bachelor's,16.96835453,1,Yes,None,No,Yes,No,No,3.408489771,1
2449,16,Female,African American,Some College,0.408032214,18,No,High,Yes,No,No,No,1.350329806,4
2450,18,Male,Caucasian,High School,12.08977965,14,Yes,None,No,Yes,No,Yes,2.029736582,3
2451,18,Male,Caucasian,High School,5.540508977,11,No,Moderate,No,No,Yes,No,1.774531103,4
2452,15,Female,Caucasian,Bachelor's,17.24669833,14,No,High,No,No,Yes,No,1.991909949,4
2453,18,Female,Caucasian,Some College,5.669222985,24,Yes,Low,No,No,Yes,No,0.754035723,4
2454,17,Female,African American,Some College,13.73511441,17,No,Moderate,No,No,No,No,1.491382129,4
2455,15,Female,Other,Bachelor's,13.48439265,13,No,None,Yes,Yes,No,No,2.157391833,3
2456,15,Female,African American,Bachelor's,4.429870977,5,Yes,High,Yes,Yes,No,Yes,3.107348401,1
2457,16,Male,Asian,Bachelor's,0.695983997,11,No,Moderate,Yes,Yes,No,No,1.999571861,4
2458,18,Male,Caucasian,None,8.184991476,19,No,Moderate,No,No,No,Yes,1.363340948,4
2459,16,Female,Caucasian,Some College,5.783863039,22,Yes,Very High,Yes,No,No,No,1.306868039,4
2460,17,Male,Caucasian,Some College,16.17955499,29,No,Moderate,No,No,No,No,0.588555623,4
2461,15,Male,African American,Some College,16.00728377,29,Yes,None,No,Yes,Yes,No,0.681956139,4
